RAM,Storage,Battery,Camera,RefreshRate,Price
4,64,5500,32,120,86537
8,1024,5500,50,60,139870
4,256,6000,64,144,107090
4,512,5500,64,60,107527
6,128,5500,48,144,102781
16,64,6500,50,60,95457
16,256,4000,108,120,116241
8,1024,4500,32,120,135793
24,1024,5500,64,60,154029
4,1024,5500,200,120,183880
16,512,5500,108,165,149838
16,256,4500,64,144,108708
24,128,4500,32,120,104137
24,256,4000,48,165,114331
8,256,6000,64,60,92623
16,256,5000,50,120,112421
24,1024,4000,32,120,152533
16,2048,5000,50,90,210919
12,512,4000,64,60,108884
12,64,5000,64,165,109520
6,512,4000,108,60,98897
8,1024,6000,50,60,137100
12,128,5000,50,120,86191
12,128,4500,200,90,119532
6,1024,6500,32,90,139239
4,2048,4000,48,165,202936
12,1024,5000,32,165,154754
24,128,4000,200,120,141643
8,64,6500,50,165,111691
24,64,6000,48,120,115262
4,64,6000,64,60,81674
16,64,4500,48,120,91775
16,256,6500,64,60,113942
24,512,5000,48,60,117765
8,1024,5000,50,144,150197
24,256,5500,50,165,130963
4,128,5000,32,120,85258
6,1024,4000,32,165,134910
6,256,6000,200,165,149456
16,2048,5000,48,144,218212
16,64,6500,200,90,131646
12,2048,4000,32,90,198434
16,1024,6000,200,165,207546
24,512,6000,200,60,162751
16,64,6000,64,165,116770
16,512,5000,50,90,120000
16,256,4500,50,90,94503
8,128,5500,50,60,81122
24,128,5500,200,144,153336
8,64,5000,108,165,114255
4,256,6500,64,165,116766
6,512,5500,48,165,117766
6,1024,4500,64,165,152386
24,128,6000,50,120,121191
8,256,4000,32,144,93956
12,1024,4500,108,144,154900
24,128,4500,64,60,102037
6,64,5500,50,165,92122
24,512,6500,32,90,139833
4,512,4000,200,90,137365
4,128,6000,108,144,109412
12,256,4500,64,165,102423
6,2048,5000,32,120,196831
8,1024,6000,108,60,155404
24,64,4000,200,120,138067
12,512,6500,64,144,139773
8,512,6500,48,90,114130
24,1024,6000,32,90,162324
4,1024,6000,50,144,149554
12,256,5500,48,165,118927
24,1024,5000,32,90,159066
8,512,5000,32,165,121979
16,1024,6000,108,144,178871
8,256,5500,50,90,87765
6,64,6500,200,90,124779
12,1024,5000,108,165,177545
8,64,5000,50,90,82013
4,256,5000,64,144,104369
6,128,5000,50,165,99288
4,128,6500,50,90,94008
4,128,6000,108,90,100467
4,1024,4000,108,165,147077
6,64,5500,32,120,86248
6,256,6000,64,144,106925
16,128,5500,50,60,87710
24,2048,4000,64,144,216886
12,256,4000,48,120,101070
24,2048,4000,50,60,208351
24,128,6500,32,120,124025
6,1024,5000,50,144,150410
24,2048,6000,200,60,257532
24,2048,5000,32,144,230094
4,2048,6000,50,90,198034
16,2048,6500,32,60,209982
6,128,6000,64,90,87439
24,128,5000,64,90,114280
12,128,6500,64,120,109785
6,128,6500,32,165,103216
24,2048,4500,32,144,218041
4,512,6000,108,90,121767
24,128,4000,64,120,104307
16,512,6500,108,90,140323
24,256,5500,108,90,131027
8,128,5000,200,144,135349
12,2048,5500,108,120,221678
16,512,5000,32,90,114157
4,256,5500,64,120,101360
6,2048,5500,32,90,193571
12,256,6500,32,120,106855
24,512,6500,48,144,149340
12,1024,5500,200,90,189713
4,256,5000,108,90,108254
12,64,6000,50,120,101470
24,256,5500,64,144,126364
12,512,5000,32,120,119942
12,2048,4500,50,60,193865
8,512,5500,48,165,117320
6,1024,4500,200,60,162309
16,1024,5000,48,165,161775
16,64,6500,32,144,111128
4,2048,5000,50,165,202977
4,2048,4000,108,90,197496
8,1024,4500,48,165,152834
12,2048,4500,50,90,191989
8,256,5500,48,165,113931
24,128,4000,32,60,87897
16,64,6000,64,144,108712
4,128,5000,50,60,75632
6,2048,6500,48,60,209897
8,2048,4000,64,144,207223
6,2048,5000,32,60,185175
4,1024,6500,200,144,188975
4,64,6500,108,165,108412
6,64,6500,108,144,109185
6,1024,5000,50,144,150206
16,2048,4000,50,120,199496
12,128,4000,50,165,91979
12,512,5000,64,60,114257
6,512,6000,50,144,121147
8,2048,6000,108,90,220354
12,64,5500,200,144,131843
8,1024,6500,32,144,154187
6,1024,4000,64,90,138366
12,256,5500,108,60,104833
24,256,5000,48,60,103960
4,1024,4500,48,144,130305
16,128,4000,48,144,91810
16,512,6000,200,165,170660
6,64,5500,50,144,93114
8,2048,5000,48,60,199857
8,2048,6000,108,144,236268
4,256,6500,48,165,118882
12,1024,5500,50,90,148316
8,512,6500,64,165,128502
16,2048,6500,32,60,206059
12,2048,4000,64,90,192729
4,128,6000,200,60,124240
6,128,5500,32,60,68310
12,512,4500,200,165,165816
12,128,6500,108,144,125853
12,64,5000,32,144,93855
8,2048,6500,50,165,219532
8,1024,5000,108,90,154898
6,256,6000,200,90,127747
16,2048,5000,108,165,236402
8,512,5500,48,120,115247
24,2048,4500,48,165,229118
24,512,4000,50,144,128781
6,128,5500,32,60,76840
8,2048,4500,48,60,192109
16,512,5000,32,60,99820
16,512,6000,48,60,117372
8,2048,6000,48,120,212712
24,64,4500,50,120,100161
12,1024,6500,50,120,156956
16,512,5000,108,165,137389
24,2048,4500,32,165,216723
6,64,6500,48,120,100754
6,256,6000,32,90,89118
16,1024,6500,64,120,176196
16,1024,6000,50,165,172761
24,512,4500,48,60,120418
6,128,4000,108,90,89849
6,128,5500,32,120,94213
4,64,4500,108,144,94340
12,2048,5500,50,120,220906
16,64,4500,108,144,114160
12,512,6500,64,120,131322
8,1024,5000,108,60,152126
16,128,4500,200,120,136023
24,128,5500,108,144,136387
12,2048,5000,200,60,230429
16,512,6500,50,90,132414
4,256,5500,200,120,131459
24,512,4500,108,165,143461
6,512,5000,48,60,91845
6,512,5000,108,90,121913
4,1024,5000,50,60,134163
8,256,6000,32,165,110042
8,64,6500,50,144,100624
12,64,6500,200,120,136941
8,2048,4000,108,60,204603
24,512,6000,200,144,186471
12,128,5500,200,165,149832
4,64,5000,32,165,88980
24,128,6500,200,90,152523
6,64,5500,32,60,78050
12,2048,6500,32,120,208952
4,1024,5000,48,165,152923
24,64,5000,200,120,139712
24,128,6000,200,120,156186
16,64,6500,64,144,112149
24,2048,4000,32,90,200352
16,128,6500,50,60,103418
6,512,4000,50,165,102827
6,2048,6000,64,90,202084
24,2048,4000,50,120,214484
16,256,4000,50,144,110143
16,2048,4000,108,144,220713
4,64,4000,48,60,58491
6,256,6000,200,60,132116
6,64,4500,200,120,111115
12,64,6500,48,120,97450
24,2048,4500,200,90,248135
8,64,5500,200,120,133524
6,256,4500,108,120,108175
12,128,4500,50,90,84177
6,256,5000,200,144,130215
8,64,5500,50,165,99417
8,256,6500,108,144,128138
24,2048,4500,32,165,226633
12,128,6000,108,90,111259
24,512,5000,200,120,163548
6,256,6500,108,165,133605
24,256,4000,108,90,116786
8,128,5500,50,60,83113
4,1024,6500,200,90,179689
12,128,5500,108,120,115646
8,1024,5500,200,165,190031
4,256,6500,32,120,94577
4,128,5500,64,120,94933
8,2048,4000,48,120,197504
8,128,5500,108,90,98354
4,512,6000,64,165,129813
16,2048,5500,200,144,261686
12,128,5000,200,120,137789
16,256,5500,200,144,148691
8,64,4500,108,60,92863
12,512,5000,108,144,128701
16,64,4500,108,90,104315
8,1024,6500,108,90,169993
16,128,4500,200,120,136291
4,64,5000,48,120,87028
12,512,4500,64,60,107980
24,128,4500,48,120,111916
8,64,4500,48,90,78166
12,64,6500,48,90,91814
24,1024,5000,32,144,163368
6,256,4000,64,165,102858
24,512,6500,48,144,139647
24,512,5500,200,90,162385
4,512,4500,50,90,92713
12,256,5000,200,144,142493
16,512,6000,32,120,118152
12,2048,6500,108,60,227374
6,1024,4500,48,120,139391
8,256,6000,32,165,103743
16,512,4000,200,90,151064
6,512,4500,32,90,101831
8,512,4000,50,144,110863
24,128,5500,48,120,107799
8,512,6500,64,60,116243
8,512,4500,48,144,114994
24,1024,4000,64,60,140719
8,2048,6500,32,144,224301
4,128,5000,48,165,84416
16,512,6500,64,60,126166
12,2048,6500,64,144,225643
4,256,5500,50,60,84230
16,512,6000,50,144,141803
24,256,6000,50,60,118377
6,512,6000,64,60,112452
6,64,5000,200,165,126839
8,128,6000,108,144,120335
12,64,5500,50,60,89099
4,512,5500,50,60,101375
16,2048,5000,50,144,212868
8,2048,5000,32,165,216172
8,128,5000,50,144,85985
4,512,5000,50,60,88968
16,64,5000,200,60,127235
16,2048,5500,48,90,208317
4,1024,4000,48,90,122989
24,512,5500,50,120,134741
12,2048,6000,48,165,229723
16,512,4000,32,120,111478
8,64,4500,108,60,82135
12,1024,6500,32,120,152720
24,2048,5000,64,144,224612
4,128,6500,50,60,88803
12,64,4500,108,120,103539
8,1024,6000,108,90,168149
24,64,5000,108,144,125275
6,512,5000,200,90,136905
8,1024,6500,32,165,161488
12,128,6500,50,120,101905
4,512,4500,32,144,100016
24,128,5000,50,144,110682
16,2048,5000,32,90,202537
6,64,6500,50,90,96824
4,1024,5000,200,165,185733
12,1024,5500,200,165,191948
8,1024,5500,64,165,151080
4,256,5000,50,120,87077
12,128,5500,200,144,146298
6,1024,6500,48,144,163656
8,512,4000,200,165,157324
4,2048,5500,108,120,212776
4,128,6500,108,120,109042
8,256,5000,64,144,110002
4,128,6000,108,90,98979
16,256,6000,64,144,124397
4,256,6000,200,144,141654
6,512,6000,48,144,115529
16,64,4000,64,90,80507
6,64,6000,50,90,93565
6,2048,5500,108,144,221406
8,128,5500,108,120,108333
8,256,6500,32,120,98002
16,1024,6000,64,90,159437
12,512,5500,50,144,127922
6,128,5500,50,60,76617
16,256,5500,200,90,140195
24,64,5500,108,144,135020
12,512,4500,200,60,140355
16,128,4500,108,165,122357
16,64,6000,108,144,118067
4,256,6000,48,90,101958
16,2048,5500,200,60,237440
8,64,6500,108,144,120689
16,1024,4500,48,144,155477
8,2048,4500,48,144,205185
24,128,5000,48,120,105628
4,64,4500,108,144,89386
12,128,6500,108,144,128421
6,128,5500,108,60,98159
16,256,4500,48,144,110745
24,64,4000,200,60,129421
24,2048,5500,108,144,246229
12,64,5500,50,165,102765
4,2048,6000,200,165,248518
24,64,5500,64,60,105551
8,512,6500,32,120,127286
12,2048,6000,200,144,264435
12,64,4000,48,120,81533
16,64,6500,48,120,106904
12,2048,5000,48,90,208166
12,128,5000,32,120,95396
24,2048,4000,64,144,223442
6,256,5000,50,144,97701
8,512,6500,50,165,131522
8,1024,4000,48,90,125465
16,256,4000,48,120,93138
16,256,6500,50,120,126485
24,128,6000,200,120,153453
12,2048,5500,200,120,248787
6,2048,6500,48,90,206377
16,256,5500,50,90,109813
4,128,6000,50,90,84836
16,64,5000,50,165,105417
24,1024,5500,64,165,178924
6,256,6500,48,165,120848
16,256,6000,50,144,126137
12,2048,4500,108,144,229800
6,512,5500,32,60,94979
8,128,5000,48,90,83766
6,256,6000,200,60,127261
24,128,5000,64,144,123568
16,2048,4000,200,165,253105
6,2048,4500,50,60,194051
12,2048,4000,50,165,206397
4,256,6000,108,165,123289
4,64,5500,108,165,114056
6,128,5000,200,90,126875
24,2048,4500,48,144,226738
6,64,6000,50,165,93770
8,64,6500,48,60,80200
6,1024,5000,32,90,129885
6,128,6000,108,144,106848
12,64,6000,32,120,91612
24,64,4500,64,60,100916
12,64,5500,48,60,77569
16,1024,4500,108,144,175311
8,1024,4000,108,144,148924
4,2048,5500,200,90,235017
16,2048,6000,64,60,207843
8,512,6000,50,144,117276
24,128,5000,108,144,134838
16,256,6500,50,120,124551
16,128,5000,50,165,106420
16,256,6500,64,60,117627
6,512,4000,50,165,109299
12,512,4500,48,60,101887
12,2048,5000,32,144,213615
8,2048,6500,108,90,229551
6,64,4500,48,120,83019
16,256,5000,108,144,129396
4,2048,5000,108,90,209614
16,2048,4500,50,90,197625
6,512,4500,48,165,117415
24,128,5000,108,144,125177
24,1024,5500,200,120,198876
6,256,5500,50,120,96607
6,256,5000,200,120,126654
24,256,5500,50,144,129257
16,512,5500,32,144,120559
4,512,5000,200,90,133604
12,256,4000,200,90,130290
6,2048,6500,50,120,210529
8,64,5000,64,144,96753
8,1024,6000,200,90,180419
6,1024,6000,64,120,155142
4,64,4500,48,120,74850
24,512,6500,108,144,160870
4,2048,5500,200,144,244754
6,256,6000,108,144,127308
4,64,4000,200,120,118066
8,1024,5000,64,120,148785
4,512,4500,200,60,137433
8,2048,5500,48,90,201168
16,256,6000,48,165,118997
4,512,4500,50,165,110245
16,2048,5000,108,165,232630
8,2048,4000,48,60,177969
24,2048,6500,50,120,241344
12,2048,4500,48,120,207022
12,128,5500,50,120,95355
6,2048,6500,50,120,219954
16,2048,4000,48,60,195528
24,512,5500,64,144,140518
4,1024,4000,108,120,147162
4,1024,5500,32,165,150108
8,1024,5500,50,165,160650
8,2048,4000,200,60,227716
16,64,6000,32,165,104188
6,1024,4000,108,144,144739
16,2048,4500,32,144,214477
8,512,5500,200,90,152277
24,256,4000,48,165,116934
8,512,6000,200,144,160646
4,512,6000,50,60,112259
16,512,4000,32,90,104711
8,512,4500,50,90,101927
16,2048,5000,108,144,233800
24,2048,4500,108,120,241899
24,1024,4500,48,90,158523
6,256,4500,32,60,68998
16,1024,4000,48,165,150011
8,64,5000,50,90,79068
24,128,4500,50,90,101520
12,256,4500,48,120,90742
4,128,5500,32,144,81803
4,512,6500,200,90,152731
12,64,5500,64,144,97452
6,128,5500,108,60,95691
4,128,6000,108,165,107599
4,128,4500,32,144,84811
24,1024,5000,200,120,196357
12,128,4500,32,165,89082
8,512,5000,108,60,115977
12,64,4000,64,144,97582
12,64,5000,50,120,92040
4,512,6500,50,90,122207
24,64,6500,200,144,158430
12,64,5000,200,120,125533
4,128,4500,48,165,80947
4,128,6000,48,90,80724
24,512,4000,32,165,134038
6,2048,6500,50,120,221034
16,512,4500,64,90,122610
6,1024,4500,200,90,171171
8,64,4500,32,144,84581
6,256,5500,200,120,129709
8,1024,5000,32,60,134630
8,64,5500,32,90,81596
12,64,6000,64,165,108080
24,1024,4500,48,60,149877
4,256,4500,32,144,83796
4,64,5500,64,144,97357
16,512,4500,108,60,127214
8,512,5500,50,90,107501
8,2048,6000,50,165,226565
24,2048,4000,64,144,223498
24,1024,4500,48,90,150988
16,128,4500,48,60,77973
24,64,6500,64,120,117077
16,64,4500,48,120,90398
6,2048,6500,50,120,217080
24,512,6500,108,165,165013
16,1024,5000,48,120,151878
12,256,6500,48,165,121453
24,64,6500,64,60,107447
6,128,4000,48,60,65222
6,128,5500,50,60,81272
16,512,5500,50,90,127020
24,1024,5500,64,90,167716
12,1024,5000,108,144,165116
4,2048,5000,200,165,247581
8,256,4500,50,120,93493
12,1024,5500,200,60,185468
24,256,6000,50,60,112840
8,512,6500,32,165,122405
6,64,4500,64,60,78148
4,1024,6500,50,90,141208
8,256,5500,64,165,105331
4,1024,4500,64,165,138103
6,128,6500,48,60,88336
6,2048,6500,50,165,225514
16,128,6000,108,165,126172
4,1024,5000,108,90,144235
24,1024,4500,50,90,155574
4,2048,4500,200,165,238178
6,2048,4500,108,165,218816
12,128,5000,32,144,88355
8,512,6000,64,144,126127
12,256,4500,200,120,139830
4,64,5000,200,165,131256
24,256,4500,200,165,157821
16,64,4000,64,90,87989
6,512,4500,48,144,107667
6,2048,5500,64,165,218517
6,128,5000,32,90,82955
8,128,5500,32,165,93699
24,128,4500,64,90,106707
24,256,5000,32,60,93553
16,256,6000,32,165,115099
12,128,6500,64,120,109074
4,1024,6500,108,144,175216
6,64,6500,50,120,99136
4,512,5000,32,144,109091
12,1024,4500,200,144,191996
8,128,6000,32,60,77573
24,1024,6000,50,90,167733
24,512,6500,64,144,149604
4,2048,4000,50,120,198669
8,2048,6000,50,144,219536
24,256,5000,32,60,95632
4,2048,5500,48,165,207580
12,128,6000,64,120,112207
4,2048,5500,108,165,218396
16,512,6000,108,144,144031
4,1024,4000,108,60,126432
16,64,4000,48,120,87256
16,2048,6500,108,144,243272
12,2048,6500,32,120,224369
24,512,5500,108,165,150791
4,512,6500,200,144,157071
24,64,4500,108,90,108012
4,2048,5000,32,120,196592
12,64,6500,64,120,105017
8,2048,5000,50,90,199613
8,512,4000,50,144,104637
24,2048,5000,48,90,222167
16,1024,6500,50,144,169183
8,128,5500,32,120,83159
8,1024,6000,200,90,184220
8,256,4000,200,60,115211
24,512,5000,108,144,151346
24,128,5500,48,120,117126
24,512,5000,50,144,138981
8,128,4500,50,60,67355
4,128,6000,50,165,104898
24,2048,6000,50,165,238749
16,128,5500,108,60,100927
6,64,4000,200,165,119828
24,512,5000,48,120,123198
16,256,5500,48,144,114560
4,2048,5000,108,165,221479
4,256,4500,64,60,76886
6,1024,4500,200,120,175287
4,512,4500,200,90,135060
6,128,5500,200,90,129882
6,64,5000,48,60,78756
16,512,5500,64,165,143347
16,1024,4500,64,90,145923
16,1024,5500,200,165,209124
12,2048,5000,200,120,245110
8,512,5000,50,90,109360
8,1024,5000,32,90,134463
8,2048,4500,108,165,220120
6,64,6000,200,144,128231
16,256,4000,108,90,111528
24,256,6500,200,165,178234
6,512,5000,108,60,120098
12,1024,5500,64,165,158996
12,64,4500,32,165,89728
12,1024,6500,32,120,159138
12,2048,4500,32,120,201479
4,2048,5000,108,120,213930
24,64,6500,108,144,130271
12,2048,4500,64,90,206760
24,512,5000,108,120,139788
8,128,6000,108,144,108347
6,1024,6500,108,120,165660
4,1024,4000,200,120,172359
16,64,4000,108,60,94929
16,512,6500,48,90,130262
6,1024,4500,48,60,117805
24,512,6500,32,120,146707
4,64,5500,108,144,105426
12,512,6500,64,90,123851
8,128,4000,50,120,86066
6,2048,5500,50,144,207830
4,128,5000,64,90,80190
6,256,6500,200,60,136098
8,512,4000,108,120,125795
4,1024,4000,108,60,134794
24,256,4000,48,60,100714
16,64,4000,50,144,94141
8,64,6000,108,120,113612
4,128,4500,200,165,127144
12,128,6000,48,120,100173
4,2048,4500,108,120,212509
16,128,5500,200,90,138695
16,128,5500,32,165,109339
4,1024,4000,50,120,127779
4,256,6500,48,165,118333
16,128,4000,64,90,90845
16,128,6000,50,144,115186
24,1024,5500,64,60,164319
24,1024,4000,50,90,147451
8,128,4500,64,90,86963
12,64,5000,32,144,89664
24,2048,6000,32,165,228626
4,2048,6500,50,165,223791
16,1024,6500,108,165,183179
12,1024,6500,48,120,159991
8,128,5500,48,120,98088
24,512,5500,64,144,137816
4,512,4000,64,60,87329
8,1024,5500,108,144,172758
8,512,5000,200,60,142305
16,64,4500,32,120,87794
16,2048,6000,108,90,235104
24,256,6500,32,165,125687
4,64,5000,64,90,86581
8,1024,4000,200,144,175939
24,1024,6000,48,165,179745
8,2048,6500,32,90,208512
4,512,4500,48,120,105528
4,2048,4500,64,90,198384
16,2048,6000,32,60,207449
12,128,6500,32,120,106086
4,128,6500,50,90,87465
12,128,5000,64,60,85790
6,128,6000,48,165,103141
24,256,5500,200,165,171949
24,2048,5000,48,120,217476
12,2048,4000,64,144,204947
12,256,4500,64,120,102203
16,64,6500,200,144,146938
4,2048,5500,48,90,195487
4,2048,4000,32,90,174649
12,64,4500,108,120,103453
6,2048,5000,200,144,236780
8,1024,5000,50,165,153148
8,64,4000,64,90,73943
4,1024,5500,48,90,143126
16,64,5500,64,60,87823
4,128,4000,64,90,76183
4,2048,4000,48,144,199151
16,256,5500,200,90,149987
12,1024,4000,200,165,191077
6,128,6500,50,60,88894
16,64,4500,50,120,83661
6,256,5500,48,60,92430
12,512,4500,50,165,123832
4,128,4500,200,90,113807
8,2048,6500,64,60,208849
12,64,4500,108,165,111362
8,1024,4500,48,165,150972
8,64,4000,200,60,102024
12,1024,6000,32,165,156123
24,128,6500,50,120,118526
4,128,4000,200,90,105621
4,512,4000,108,60,101587
12,1024,4000,48,60,127768
16,1024,4000,32,144,148449
16,2048,5500,50,165,229309
12,512,6500,48,144,137315
16,256,5000,200,144,142941
12,128,5500,108,120,118971
6,128,5000,200,90,125116
12,256,4500,50,60,90495
12,256,4500,32,144,101231
12,2048,6000,48,144,228994
6,2048,5000,48,144,198685
12,512,5500,200,144,157200
12,512,5500,50,120,120251
8,2048,5500,48,165,220360
6,128,4500,200,90,119338
16,128,6500,200,165,163037
8,512,6000,64,120,125679
24,256,4500,64,90,107701
12,64,6000,200,144,148150
8,1024,5500,32,90,129278
6,256,6000,48,144,109216
16,512,4500,64,60,107595
24,128,5500,108,90,114936
8,2048,6500,108,90,228862
24,512,6000,48,90,133417
12,256,5500,48,90,94156
12,256,6000,108,165,136120
24,2048,4000,200,60,241645
4,64,4000,32,60,60340
8,64,5000,50,90,88137
24,128,4500,50,60,99995
8,1024,5000,108,144,154261
12,256,6500,48,120,112887
8,64,6000,48,90,86021
6,512,4000,108,165,117266
12,128,6000,108,144,125950
24,256,6500,48,60,123531
24,128,5500,32,60,99231
6,512,5500,64,144,128378
6,64,6000,200,120,133183
12,1024,6000,48,144,160549
4,512,6500,108,120,134973
8,64,5000,32,90,71970
6,1024,5000,200,144,184120
6,64,6500,48,120,97413
8,2048,4000,50,165,203683
12,64,6000,108,144,121220
6,256,5000,48,165,97797
8,1024,4000,64,120,143697
6,64,6500,48,120,101516
8,512,5500,50,60,110120
8,2048,6500,64,60,205838
8,1024,4000,48,165,141319
4,2048,6000,32,120,203754
12,128,5500,64,144,113921
4,2048,6500,50,144,219970
8,256,6000,64,144,114558
24,256,4500,50,120,108342
16,128,5500,50,120,108698
4,512,6500,32,120,111303
16,64,4000,48,60,81195
6,64,4500,50,60,68992
6,1024,4500,32,60,123957
4,2048,4000,200,120,225034
16,64,4500,108,144,112620
24,256,6500,32,165,125584
4,64,6500,48,90,80216
24,64,4500,32,60,88375
4,512,6500,48,90,114426
4,2048,4000,64,120,196174
24,1024,4500,64,90,150093
24,512,6000,200,90,165786
12,256,6500,200,165,151482
4,512,4500,108,60,101780
4,128,4500,50,90,80521
16,1024,4500,200,60,173366
24,64,4500,48,120,98491
6,128,5500,200,165,144306
8,1024,5500,108,120,163136
6,512,5000,50,90,103915
16,64,6500,200,120,139940
8,128,4000,32,60,71502
12,256,6500,32,165,115739
12,64,6500,200,144,144713
4,2048,6500,32,120,206633
16,256,6500,200,165,159987
24,64,6000,50,120,120683
12,256,6500,64,120,115632
12,256,5500,50,165,111955
24,128,4500,108,90,115156
4,2048,5000,64,144,200114
12,256,5500,64,144,106128
12,128,4500,200,144,130019
12,64,4500,50,144,98123
24,128,5500,50,60,107574
12,2048,4500,48,165,210323
6,128,4000,32,144,80847
12,128,5000,50,90,93941
4,512,5500,48,120,111153
16,256,4500,48,144,110234
16,2048,5500,64,144,220520
6,512,6500,32,120,112601
4,64,5000,200,144,115988
16,256,4500,48,165,106227
12,128,5500,64,60,89325
8,2048,4500,50,120,207146
24,1024,5500,108,60,176082
16,128,6000,50,120,108094
24,256,6500,48,120,131089
16,512,4000,32,144,121112
8,512,4500,48,120,102079
24,128,5000,200,144,147532
8,1024,5000,108,120,163344
24,128,4500,50,165,107227
6,2048,6000,108,90,214259
6,512,6000,64,60,117653
8,1024,4000,64,90,135713
16,256,4000,108,144,112129
12,1024,6500,50,60,149645
12,512,4500,50,90,110625
8,64,5500,48,90,78723
24,64,5000,50,165,115288
12,1024,4500,50,120,150225
12,256,6000,108,90,111997
24,128,6000,108,60,126224
8,2048,4000,200,90,224169
16,1024,5000,48,144,156164
12,2048,4000,50,120,200924
6,128,5000,32,60,79059
24,2048,5500,32,120,217914
12,128,5500,200,144,135983
16,128,6000,64,120,104258
4,256,5500,50,90,90762
24,1024,5500,50,90,158050
16,128,5000,32,60,80869
4,256,6000,64,120,107847
6,256,6500,64,165,117638
4,2048,5500,200,120,234404
12,128,5000,108,60,90577
24,256,5000,108,165,133039
4,1024,4000,200,90,170422
12,64,4000,48,90,78036
4,1024,4500,200,90,163691
4,256,5000,50,60,82695
12,256,4000,64,144,95609
16,64,6000,64,144,117831
24,128,6000,32,90,99693
12,128,4000,50,90,73006
6,64,6500,200,165,140061
4,64,6500,200,90,118668
12,64,4000,48,90,76349
6,128,6000,50,120,92568
12,2048,6500,64,60,219189
16,256,5500,32,144,104503
16,64,4000,48,165,91706
4,128,4500,108,144,102044
4,256,6500,32,165,114397
8,1024,4500,64,90,139517
6,1024,4000,200,165,185617
8,256,6000,50,165,111051
12,128,4500,108,120,109155
8,128,5000,50,144,86780
4,2048,5000,64,60,189516
12,1024,6500,200,165,212919
12,128,4500,32,60,77392
12,64,6500,48,90,99822
16,2048,6500,50,90,223602
16,256,5000,64,60,93923
24,2048,4500,108,120,229572
6,1024,4000,50,60,126753
6,128,5000,48,144,86386
24,512,6500,50,144,144371
12,1024,4500,64,144,150601
16,1024,5000,200,90,190206
4,1024,4000,32,60,113683
16,64,4000,50,60,79479
8,512,5500,200,165,157979
6,64,4000,50,90,72745
24,128,5500,200,120,152855
4,256,5500,200,60,115121
8,64,4000,50,90,64733
8,512,4500,32,60,99346
12,128,4000,32,60,77374
24,128,5500,108,165,138631
8,256,4000,200,165,139007
12,64,6500,200,90,137594
6,64,5500,200,144,133040
4,64,5500,64,144,87950
12,128,4000,108,60,87877
24,64,5000,200,120,140594
24,512,4500,50,60,121513
24,256,4500,48,144,108743
4,2048,4000,108,144,211924
16,2048,5500,48,60,212267
8,256,4000,108,120,96101
12,512,6000,48,120,122153
24,256,6500,108,165,147953
6,256,6500,200,120,149588
12,128,6000,64,120,108846
12,256,5000,48,144,98547
24,1024,5500,50,144,172918
4,1024,5000,48,120,138463
8,2048,5500,64,165,225207
24,128,4000,50,165,106149
24,128,6000,50,165,129150
24,2048,4500,108,90,227136
6,2048,5500,32,144,207398
4,1024,6000,32,165,152660
4,1024,4000,50,165,131609
24,128,6500,48,120,112910
12,64,5000,200,120,121491
16,512,6000,200,144,164976
6,1024,5000,200,144,177370
24,64,4500,200,144,143227
6,2048,4500,200,60,227882
16,64,5500,48,60,89358
24,256,4500,64,120,121018
6,1024,6500,32,90,135859
4,64,4000,50,60,59177
6,128,6500,32,60,85708
8,512,4000,64,120,112368
24,512,4000,200,165,171860
8,256,5500,50,90,100145
8,512,6000,108,144,132523
24,1024,6000,32,144,162819
4,512,5000,50,60,102883
8,2048,5500,64,165,225538
4,512,6500,108,165,136230
8,2048,5500,32,144,208990
4,512,4000,64,120,96853
16,64,4000,48,60,81710
12,512,6500,50,90,117945
16,512,4000,50,120,108191
16,2048,5500,48,165,226046
12,64,4000,200,90,120912
16,2048,4000,108,144,229889
4,1024,4500,64,120,133311
24,1024,5500,108,60,171068
8,1024,4000,200,165,178364
12,128,5500,50,90,93471
4,256,6000,50,144,110464
4,2048,4500,32,90,186209
12,512,4500,32,144,107137
24,2048,4500,64,60,218562
8,128,4500,50,165,90548
12,128,6500,64,60,104810
4,128,4500,48,165,92068
16,64,5500,64,120,104717
24,512,4000,200,165,167617
24,256,6500,108,60,139949
12,512,4000,50,144,119856
16,2048,5500,32,60,197637
4,256,6500,50,144,104500
12,1024,4500,48,60,132826
4,128,4000,108,90,79580
24,128,5500,200,165,152790
8,1024,5000,64,60,134740
24,128,6000,64,60,113458
16,64,4500,48,90,78689
8,128,6500,200,144,143938
4,256,4000,108,60,95621
4,1024,6500,50,165,155457
16,64,5000,48,120,99508
6,512,4500,48,144,115500
12,512,4500,32,90,103319
12,1024,6500,200,165,203592
4,128,6500,48,165,106375
6,64,5500,108,60,84936
16,128,4500,200,144,144052
24,256,4500,50,144,124013
4,512,4000,50,144,104835
4,128,6500,200,120,132484
12,512,6000,48,90,121915
12,1024,6000,64,90,161981
6,1024,6000,50,144,154877
4,512,6000,32,144,110771
4,1024,4000,200,90,167365
24,64,5000,50,144,116138
8,512,6500,50,120,123882
16,1024,5000,50,144,154165
16,512,5500,200,165,166598
24,1024,6500,108,165,201868
24,1024,4500,64,120,156679
4,2048,5500,50,165,207264
16,1024,6500,32,120,163091
24,256,5000,50,165,126413
16,128,5000,50,90,96628
16,128,5000,50,90,99073
