RAM,Storage,GPU,Screen,Processor,Price
32,2048,RTX 5080,14.0,Max,355575.0
32,512,M5 Pro,17.3,Max,245120.0
8,512,Integrated,17.3,Ultra,184552.0
8,256,RTX 5060,16.0,Ultra,232238.0
64,4096,Integrated,18.0,Base,305327.0
128,256,M5 Pro,18.0,Base,272605.0
32,2048,M5 Max,15.6,Ultra,398228.0
16,256,Integrated,16.0,Max,154559.0
16,2048,Integrated,14.0,Base,176100.0
32,1024,RTX 5060,13.3,Max,245025.0
16,512,M5 Pro,15.6,Base,182605.0
32,2048,M5 Max,14.0,Base,298811.0
16,2048,Integrated,15.6,Ultra,249953.0
16,4096,RTX 5060,18.0,Pro,327745.0
8,4096,RTX 5060,18.0,Base,313327.0
16,1024,M5 Max,14.0,Max,299893.0
16,256,M5 Max,17.3,Max,284598.0
128,2048,Integrated,16.0,Base,262024.0
32,2048,M5 Pro,15.6,Base,256568.0
128,2048,M5 Pro,15.6,Base,338495.0
16,256,RTX 5080,16.0,Ultra,301964.0
32,256,M5 Pro,14.0,Max,243454.0
8,4096,Integrated,18.0,Pro,266728.0
64,256,RTX 5060,14.0,Pro,206554.0
32,1024,Integrated,18.0,Base,158300.0
8,2048,M5 Pro,13.3,Max,278093.0
32,512,Integrated,16.0,Pro,139747.0
32,256,RTX 5080,17.3,Pro,254554.0
8,4096,M5 Max,16.0,Base,365793.0
64,4096,Integrated,13.3,Base,289401.0
8,2048,RTX 5080,18.0,Base,285320.0
16,256,M5 Pro,13.3,Max,225278.0
128,2048,Integrated,13.3,Base,268692.0
128,256,RTX 5080,16.0,Ultra,390090.0
8,4096,M5 Pro,14.0,Base,311952.0
64,2048,M5 Pro,16.0,Base,276487.0
32,256,M5 Pro,17.3,Max,238629.0
128,512,Integrated,13.3,Base,198493.0
128,256,M5 Max,14.0,Pro,337478.0
128,1024,RTX 5080,16.0,Ultra,434516.0
128,2048,RTX 5060,14.0,Pro,326046.0
8,256,RTX 5060,15.6,Ultra,222646.0
128,1024,RTX 5080,17.3,Pro,360150.0
16,2048,RTX 5080,17.3,Max,348428.0
32,1024,Integrated,17.3,Pro,173338.0
8,512,M5 Max,17.3,Base,224355.0
64,1024,RTX 5060,14.0,Pro,235752.0
8,1024,RTX 5060,18.0,Ultra,271184.0
64,4096,RTX 5080,17.3,Max,472232.0
128,1024,M5 Pro,15.6,Pro,313487.0
8,2048,Integrated,16.0,Pro,194757.0
8,512,RTX 5060,16.0,Pro,180410.0
16,2048,RTX 5080,18.0,Ultra,377730.0
16,2048,RTX 5060,13.3,Max,272527.0
8,256,RTX 5080,13.3,Base,206229.0
16,1024,M5 Pro,14.0,Max,253800.0
8,256,RTX 5060,14.0,Max,193858.0
16,512,RTX 5080,18.0,Pro,255751.0
32,4096,RTX 5060,14.0,Pro,330303.0
8,512,RTX 5080,13.3,Base,224173.0
16,2048,Integrated,15.6,Pro,187097.0
32,2048,RTX 5060,15.6,Max,283480.0
16,4096,M5 Max,16.0,Base,368651.0
8,512,RTX 5060,14.0,Pro,181233.0
128,2048,RTX 5080,15.6,Ultra,467076.0
16,256,M5 Max,17.3,Pro,249203.0
128,1024,RTX 5060,15.6,Pro,298611.0
8,1024,RTX 5060,17.3,Ultra,262982.0
16,256,M5 Pro,18.0,Base,177274.0
16,4096,M5 Pro,18.0,Max,388813.0
64,4096,M5 Pro,14.0,Max,416218.0
32,4096,M5 Pro,18.0,Ultra,422010.0
64,1024,M5 Max,16.0,Base,284566.0
16,512,RTX 5060,16.0,Pro,184486.0
64,512,RTX 5080,16.0,Ultra,348111.0
128,512,RTX 5080,15.6,Base,320622.0
16,256,RTX 5080,16.0,Max,273946.0
16,4096,Integrated,16.0,Max,302786.0
64,2048,M5 Pro,16.0,Ultra,367166.0
32,2048,RTX 5080,15.6,Ultra,391331.0
8,512,M5 Pro,14.0,Max,227956.0
8,1024,Integrated,15.6,Base,135084.0
32,512,Integrated,13.3,Base,117562.0
32,256,M5 Max,14.0,Max,287953.0
16,1024,RTX 5080,15.6,Max,308605.0
16,4096,RTX 5060,18.0,Max,358652.0
8,1024,RTX 5080,15.6,Ultra,335907.0
64,4096,Integrated,16.0,Pro,314191.0
64,512,RTX 5060,18.0,Pro,221290.0
64,512,M5 Max,17.3,Ultra,356164.0
64,1024,Integrated,15.6,Pro,190254.0
64,2048,RTX 5060,16.0,Ultra,348587.0
128,256,RTX 5080,14.0,Pro,337129.0
32,256,M5 Pro,18.0,Max,241713.0
32,512,M5 Pro,16.0,Ultra,280369.0
128,1024,RTX 5080,17.3,Base,350168.0
128,256,RTX 5060,14.0,Max,291468.0
128,4096,M5 Max,17.3,Ultra,542977.0
64,512,M5 Pro,13.3,Ultra,308194.0
16,2048,Integrated,15.6,Ultra,247206.0
32,256,RTX 5060,13.3,Pro,188150.0
8,4096,M5 Pro,13.3,Pro,338211.0
16,256,M5 Pro,15.6,Pro,200185.0
16,1024,M5 Max,13.3,Ultra,327412.0
8,1024,M5 Max,13.3,Pro,257614.0
32,2048,M5 Pro,14.0,Base,264263.0
16,4096,M5 Pro,16.0,Base,334240.0
64,512,RTX 5060,14.0,Max,248316.0
64,2048,RTX 5060,17.3,Max,314161.0
128,512,M5 Max,18.0,Ultra,408547.0
32,512,Integrated,14.0,Ultra,206229.0
8,2048,M5 Max,14.0,Max,328118.0
128,2048,M5 Pro,16.0,Base,335920.0
8,1024,M5 Pro,15.6,Max,244055.0
64,4096,RTX 5060,16.0,Pro,366940.0
16,4096,M5 Pro,16.0,Ultra,412313.0
16,4096,Integrated,16.0,Base,259770.0
16,512,RTX 5080,18.0,Max,294502.0
8,512,M5 Pro,16.0,Base,170180.0
32,256,Integrated,17.3,Max,169875.0
64,2048,RTX 5060,15.6,Pro,293801.0
128,256,M5 Pro,13.3,Base,253856.0
64,2048,RTX 5080,18.0,Ultra,425513.0
16,2048,Integrated,13.3,Max,221937.0
8,512,RTX 5080,18.0,Ultra,308632.0
64,2048,Integrated,13.3,Pro,229572.0
64,512,M5 Pro,15.6,Pro,239175.0
16,256,M5 Max,13.3,Pro,247096.0
32,256,M5 Max,18.0,Ultra,315065.0
16,256,Integrated,18.0,Max,150356.0
16,2048,RTX 5080,14.0,Pro,315057.0
8,4096,RTX 5060,16.0,Base,299047.0
128,256,M5 Pro,18.0,Max,312323.0
64,256,M5 Max,13.3,Base,255267.0
64,512,RTX 5060,15.6,Pro,216153.0
16,256,Integrated,16.0,Base,95185.0
8,1024,RTX 5060,18.0,Base,178370.0
16,256,RTX 5060,18.0,Pro,185075.0
8,2048,M5 Max,13.3,Max,327960.0
32,4096,RTX 5060,17.3,Pro,343694.0
128,2048,M5 Pro,13.3,Pro,357786.0
16,256,RTX 5080,15.6,Pro,253803.0
8,2048,RTX 5080,13.3,Ultra,372553.0
16,2048,RTX 5060,13.3,Max,278334.0
128,1024,Integrated,13.3,Pro,244956.0
64,1024,M5 Max,16.0,Base,300496.0
128,4096,RTX 5060,15.6,Base,396293.0
128,1024,M5 Pro,18.0,Pro,321055.0
32,512,RTX 5080,18.0,Ultra,324932.0
8,1024,Integrated,17.3,Ultra,217974.0
64,4096,RTX 5060,17.3,Base,340627.0
16,256,M5 Max,13.3,Max,267262.0
16,2048,RTX 5060,17.3,Base,228480.0
8,512,RTX 5080,16.0,Max,286364.0
16,512,M5 Pro,14.0,Base,177932.0
16,4096,M5 Pro,18.0,Max,380061.0
16,1024,RTX 5080,18.0,Base,250529.0
128,2048,RTX 5080,13.3,Pro,408647.0
32,1024,RTX 5060,14.0,Base,198674.0
16,512,M5 Max,16.0,Max,279638.0
16,2048,Integrated,13.3,Ultra,252863.0
8,512,Integrated,18.0,Pro,141613.0
16,512,Integrated,14.0,Pro,126979.0
16,4096,Integrated,16.0,Ultra,346265.0
32,512,RTX 5060,14.0,Ultra,245205.0
16,4096,RTX 5060,15.6,Max,358633.0
128,2048,RTX 5060,15.6,Ultra,392284.0
8,1024,M5 Pro,16.0,Pro,221683.0
64,2048,M5 Pro,17.3,Ultra,370751.0
16,2048,Integrated,16.0,Ultra,260772.0
8,1024,M5 Max,17.3,Pro,274600.0
128,512,RTX 5080,16.0,Ultra,402723.0
32,2048,RTX 5080,16.0,Ultra,393730.0
8,1024,RTX 5060,18.0,Ultra,269816.0
16,512,RTX 5060,13.3,Base,159986.0
128,1024,M5 Pro,16.0,Ultra,370549.0
64,1024,M5 Pro,16.0,Max,286632.0
128,256,M5 Pro,13.3,Base,266331.0
64,4096,RTX 5060,14.0,Ultra,431228.0
32,1024,M5 Max,18.0,Ultra,349264.0
32,256,M5 Pro,16.0,Pro,201553.0
16,2048,Integrated,15.6,Base,170971.0
16,1024,M5 Max,16.0,Pro,276516.0
32,512,M5 Max,17.3,Pro,263155.0
8,256,Integrated,18.0,Ultra,176250.0
64,4096,Integrated,17.3,Pro,313895.0
64,512,M5 Pro,15.6,Max,277364.0
128,4096,M5 Pro,17.3,Max,462575.0
64,256,Integrated,18.0,Max,195698.0
16,1024,RTX 5060,18.0,Ultra,267739.0
32,256,RTX 5060,16.0,Base,160268.0
8,256,M5 Pro,17.3,Ultra,253585.0
32,2048,RTX 5060,14.0,Max,282946.0
16,512,RTX 5060,16.0,Pro,183813.0
128,256,M5 Pro,17.3,Pro,282489.0
16,512,Integrated,18.0,Pro,148481.0
16,1024,M5 Pro,16.0,Base,205446.0
16,256,RTX 5080,13.3,Ultra,303749.0
8,1024,Integrated,15.6,Base,119221.0
128,512,M5 Pro,16.0,Base,276955.0
8,256,RTX 5080,13.3,Base,218028.0
8,512,M5 Max,13.3,Ultra,303540.0
128,4096,RTX 5080,16.0,Ultra,554076.0
32,4096,M5 Pro,15.6,Max,391166.0
32,1024,RTX 5060,15.6,Ultra,271134.0
64,4096,Integrated,15.6,Max,336447.0
8,256,M5 Pro,18.0,Ultra,245305.0
16,256,M5 Max,13.3,Max,278517.0
16,1024,M5 Pro,17.3,Ultra,278992.0
128,2048,RTX 5060,13.3,Max,354003.0
8,1024,Integrated,18.0,Max,187071.0
64,512,M5 Max,16.0,Ultra,353803.0
128,256,RTX 5080,16.0,Ultra,391763.0
8,2048,RTX 5080,17.3,Pro,313674.0
16,4096,M5 Max,18.0,Base,374319.0
16,2048,Integrated,15.6,Ultra,261821.0
16,2048,Integrated,16.0,Pro,186956.0
16,512,RTX 5060,18.0,Base,166726.0
8,2048,Integrated,14.0,Max,210763.0
64,1024,RTX 5060,18.0,Max,283623.0
64,256,RTX 5060,17.3,Ultra,274595.0
8,1024,RTX 5060,17.3,Base,190712.0
32,2048,M5 Pro,18.0,Ultra,350189.0
16,512,RTX 5080,13.3,Max,270028.0
8,256,Integrated,15.6,Pro,121235.0
8,4096,RTX 5080,14.0,Max,413135.0
64,4096,Integrated,15.6,Base,303636.0
128,4096,RTX 5060,16.0,Ultra,479263.0
32,1024,RTX 5060,17.3,Pro,221859.0
8,2048,Integrated,17.3,Ultra,252635.0
32,512,RTX 5080,14.0,Ultra,333249.0
64,512,M5 Max,15.6,Pro,299043.0
8,4096,RTX 5080,15.6,Base,367222.0
32,4096,M5 Pro,18.0,Pro,374232.0
64,1024,M5 Pro,13.3,Max,295484.0
16,512,RTX 5060,18.0,Base,162097.0
16,2048,M5 Pro,15.6,Pro,271016.0
8,4096,M5 Pro,15.6,Ultra,410320.0
64,1024,M5 Pro,16.0,Base,239459.0
128,1024,RTX 5080,18.0,Pro,369277.0
128,2048,Integrated,14.0,Max,320393.0
128,256,RTX 5080,16.0,Pro,327907.0
128,512,M5 Pro,18.0,Ultra,353286.0
32,512,RTX 5060,14.0,Pro,201906.0
8,1024,M5 Max,13.3,Pro,264342.0
64,2048,RTX 5060,13.3,Base,254157.0
32,2048,RTX 5060,13.3,Base,229555.0
128,1024,M5 Max,16.0,Pro,359467.0
64,512,Integrated,13.3,Pro,158840.0
64,2048,RTX 5080,18.0,Pro,361449.0
64,256,M5 Pro,18.0,Ultra,289266.0
32,2048,RTX 5080,13.3,Base,305541.0
8,256,Integrated,16.0,Pro,120905.0
8,4096,M5 Max,17.3,Ultra,452469.0
32,256,M5 Max,14.0,Ultra,312165.0
64,2048,RTX 5080,17.3,Pro,367242.0
8,1024,Integrated,18.0,Pro,151053.0
64,256,M5 Pro,17.3,Ultra,294304.0
8,4096,M5 Max,17.3,Base,377526.0
16,256,RTX 5060,17.3,Pro,181356.0
8,4096,M5 Pro,15.6,Base,318161.0
8,512,M5 Max,14.0,Pro,254242.0
8,4096,RTX 5080,13.3,Base,364213.0
8,4096,RTX 5080,15.6,Pro,387347.0
64,256,RTX 5060,15.6,Base,198767.0
128,1024,M5 Max,16.0,Pro,361016.0
128,2048,RTX 5080,17.3,Max,437904.0
128,4096,M5 Max,14.0,Base,462526.0
8,512,Integrated,14.0,Pro,120781.0
32,512,RTX 5060,17.3,Pro,195597.0
128,1024,RTX 5080,14.0,Ultra,419789.0
8,4096,RTX 5080,15.6,Ultra,456156.0
16,2048,M5 Pro,13.3,Max,297115.0
64,512,M5 Max,14.0,Base,270818.0
32,512,RTX 5080,17.3,Pro,263210.0
64,512,RTX 5080,16.0,Ultra,362024.0
8,4096,RTX 5060,13.3,Max,354272.0
8,4096,Integrated,18.0,Ultra,332012.0
8,1024,Integrated,15.6,Max,184036.0
32,512,RTX 5060,15.6,Base,186193.0
8,2048,RTX 5060,16.0,Base,226071.0
8,512,M5 Max,18.0,Max,275844.0
128,2048,Integrated,17.3,Max,316057.0
128,1024,M5 Max,15.6,Base,351907.0
8,512,RTX 5080,16.0,Pro,255800.0
32,4096,M5 Max,17.3,Ultra,477931.0
64,4096,RTX 5060,15.6,Base,343580.0
128,512,RTX 5060,14.0,Ultra,328847.0
128,1024,Integrated,18.0,Max,281775.0
16,4096,M5 Pro,18.0,Ultra,414511.0
16,2048,RTX 5080,16.0,Max,348636.0
32,2048,M5 Max,18.0,Pro,332254.0
32,256,RTX 5080,16.0,Max,278685.0
8,256,Integrated,18.0,Pro,132060.0
8,512,M5 Max,13.3,Base,215974.0
32,4096,M5 Pro,13.3,Ultra,418717.0
128,512,M5 Pro,16.0,Base,283983.0
64,256,M5 Max,14.0,Base,267708.0
64,4096,RTX 5080,14.0,Base,415370.0
128,2048,RTX 5060,18.0,Pro,335499.0
16,256,RTX 5080,14.0,Max,267650.0
8,2048,M5 Pro,16.0,Pro,256750.0
32,256,RTX 5080,18.0,Pro,258994.0
128,256,RTX 5080,15.6,Ultra,397668.0
32,1024,RTX 5060,13.3,Ultra,273305.0
16,1024,M5 Max,13.3,Ultra,326848.0
128,2048,Integrated,15.6,Base,259370.0
128,2048,RTX 5080,15.6,Max,442593.0
8,256,RTX 5080,18.0,Pro,246204.0
64,1024,Integrated,13.3,Ultra,243838.0
64,512,Integrated,17.3,Pro,178448.0
64,256,M5 Pro,13.3,Pro,223488.0
32,512,M5 Pro,16.0,Max,255643.0
32,1024,M5 Pro,14.0,Max,263634.0
8,2048,M5 Pro,14.0,Pro,252726.0
32,2048,Integrated,15.6,Pro,207520.0
8,512,RTX 5080,13.3,Pro,247563.0
64,2048,RTX 5080,13.3,Pro,341358.0
16,2048,RTX 5080,13.3,Ultra,371660.0
64,4096,M5 Pro,18.0,Pro,382422.0
32,2048,M5 Max,18.0,Ultra,384923.0
16,256,Integrated,13.3,Pro,118651.0
16,1024,M5 Max,13.3,Pro,263652.0
8,1024,M5 Pro,17.3,Base,200971.0
64,2048,RTX 5080,15.6,Ultra,404739.0
8,2048,RTX 5060,17.3,Pro,245331.0
128,512,RTX 5060,15.6,Base,248597.0
32,512,M5 Pro,14.0,Ultra,283766.0
8,4096,M5 Max,14.0,Pro,393662.0
128,512,RTX 5060,13.3,Pro,269180.0
64,256,RTX 5080,14.0,Pro,275133.0
64,256,M5 Max,14.0,Base,250207.0
8,2048,M5 Pro,17.3,Max,301348.0
16,512,RTX 5080,16.0,Ultra,320098.0
8,4096,M5 Pro,18.0,Base,317789.0
32,256,RTX 5080,15.6,Max,286996.0
32,2048,RTX 5060,15.6,Base,234860.0
16,256,Integrated,13.3,Max,150477.0
16,1024,M5 Pro,15.6,Base,198676.0
64,512,RTX 5080,16.0,Max,318161.0
32,1024,Integrated,13.3,Base,139708.0
128,512,RTX 5080,15.6,Max,382757.0
128,4096,M5 Max,15.6,Pro,482277.0
32,512,M5 Max,16.0,Base,245838.0
8,512,M5 Max,13.3,Base,224380.0
128,512,RTX 5060,18.0,Ultra,336873.0
8,256,M5 Max,17.3,Max,266782.0
32,2048,RTX 5060,17.3,Pro,266948.0
8,512,RTX 5060,16.0,Max,214932.0
128,1024,RTX 5080,16.0,Base,337745.0
64,256,M5 Pro,16.0,Base,217748.0
16,4096,RTX 5080,18.0,Pro,393311.0
32,256,M5 Max,13.3,Pro,242603.0
64,2048,M5 Max,17.3,Base,336376.0
16,2048,M5 Max,16.0,Ultra,377954.0
64,4096,RTX 5080,14.0,Pro,427835.0
8,512,M5 Max,14.0,Base,225514.0
128,2048,M5 Max,18.0,Max,435118.0
32,512,RTX 5080,18.0,Max,310819.0
128,256,RTX 5060,14.0,Base,241389.0
128,512,RTX 5080,13.3,Pro,335307.0
32,512,RTX 5080,13.3,Pro,257399.0
16,4096,Integrated,13.3,Max,293833.0
128,1024,RTX 5080,13.3,Max,387354.0
16,2048,M5 Max,15.6,Max,349976.0
8,256,RTX 5080,14.0,Max,274517.0
16,1024,Integrated,17.3,Base,138996.0
64,1024,M5 Max,17.3,Pro,325816.0
64,512,RTX 5080,15.6,Pro,282896.0
128,2048,RTX 5060,16.0,Pro,329511.0
64,1024,RTX 5060,16.0,Base,214552.0
64,512,M5 Pro,14.0,Pro,235952.0
16,4096,M5 Pro,18.0,Pro,359595.0
32,256,RTX 5080,14.0,Pro,247471.0
64,4096,RTX 5060,13.3,Pro,357812.0
8,2048,RTX 5060,16.0,Ultra,299632.0
8,4096,RTX 5060,18.0,Base,314903.0
128,256,M5 Pro,16.0,Base,263546.0
8,256,Integrated,14.0,Pro,121799.0
8,1024,RTX 5060,18.0,Base,191991.0
8,256,M5 Max,18.0,Max,279102.0
8,512,RTX 5060,16.0,Ultra,236960.0
16,1024,RTX 5080,16.0,Pro,272859.0
16,256,M5 Max,18.0,Max,283956.0
128,256,Integrated,13.3,Base,186323.0
128,1024,Integrated,17.3,Ultra,307183.0
16,256,RTX 5060,13.3,Pro,164580.0
64,2048,RTX 5060,15.6,Max,323975.0
16,2048,Integrated,16.0,Pro,190176.0
8,512,Integrated,15.6,Max,155868.0
8,4096,RTX 5080,13.3,Max,409551.0
8,256,M5 Max,14.0,Pro,235920.0
64,4096,RTX 5080,17.3,Pro,447692.0
64,512,RTX 5080,17.3,Max,332811.0
32,256,RTX 5080,16.0,Max,289929.0
32,256,Integrated,14.0,Pro,133982.0
32,512,M5 Pro,16.0,Ultra,284829.0
8,256,M5 Max,16.0,Max,274227.0
16,256,RTX 5080,14.0,Pro,240906.0
64,1024,RTX 5080,16.0,Ultra,368691.0
64,2048,M5 Max,18.0,Max,391806.0
16,512,M5 Pro,16.0,Ultra,260610.0
128,4096,M5 Pro,17.3,Pro,436350.0
64,256,M5 Max,18.0,Ultra,346404.0
128,4096,RTX 5060,18.0,Base,398733.0
16,1024,Integrated,14.0,Base,132519.0
32,4096,M5 Pro,14.0,Base,332879.0
8,1024,RTX 5080,14.0,Max,299833.0
64,512,M5 Max,16.0,Pro,293445.0
16,512,Integrated,18.0,Pro,142559.0
8,512,M5 Pro,18.0,Base,179391.0
64,1024,Integrated,18.0,Base,179643.0
128,256,M5 Pro,17.3,Pro,294870.0
8,512,RTX 5080,14.0,Base,217256.0
16,256,Integrated,17.3,Ultra,197033.0
16,512,M5 Pro,18.0,Pro,211104.0
128,1024,M5 Pro,16.0,Max,353571.0
64,256,RTX 5080,13.3,Pro,275019.0
8,256,M5 Max,14.0,Pro,234472.0
8,2048,M5 Pro,18.0,Ultra,326824.0
128,1024,M5 Max,17.3,Max,394870.0
16,2048,RTX 5060,15.6,Base,230009.0
128,2048,RTX 5060,18.0,Pro,332516.0
64,4096,Integrated,14.0,Ultra,369018.0
16,4096,M5 Max,13.3,Ultra,460393.0
64,1024,M5 Pro,16.0,Pro,254940.0
8,1024,M5 Pro,14.0,Max,245268.0
8,256,Integrated,15.6,Max,144143.0
8,512,RTX 5080,14.0,Base,229566.0
8,512,M5 Max,13.3,Max,267463.0
16,4096,RTX 5060,18.0,Base,312143.0
16,1024,Integrated,17.3,Base,145265.0
128,2048,Integrated,13.3,Max,313990.0
8,1024,Integrated,15.6,Max,180792.0
64,4096,RTX 5060,15.6,Ultra,420823.0
32,512,Integrated,15.6,Ultra,203226.0
128,256,M5 Max,14.0,Base,317017.0
128,2048,M5 Pro,17.3,Base,336048.0
32,512,RTX 5060,18.0,Ultra,263969.0
8,256,RTX 5060,14.0,Pro,166915.0
16,4096,M5 Max,18.0,Max,425101.0
64,512,RTX 5080,15.6,Max,327171.0
128,2048,Integrated,18.0,Ultra,354356.0
16,512,M5 Max,17.3,Base,239315.0
16,4096,M5 Pro,13.3,Base,313925.0
16,1024,M5 Max,13.3,Ultra,338904.0
8,2048,RTX 5080,14.0,Max,338578.0
16,256,RTX 5080,17.3,Max,283630.0
32,256,Integrated,14.0,Ultra,200262.0
32,2048,RTX 5080,16.0,Pro,330256.0
8,4096,M5 Pro,13.3,Max,361715.0
32,2048,M5 Pro,17.3,Pro,289760.0
64,1024,M5 Max,17.3,Max,347942.0
32,256,M5 Pro,17.3,Ultra,262636.0
32,256,M5 Max,18.0,Base,239005.0
16,4096,Integrated,14.0,Base,260637.0
32,2048,RTX 5060,17.3,Ultra,326335.0
8,512,M5 Pro,16.0,Base,169181.0
32,2048,M5 Pro,18.0,Ultra,350550.0
8,256,RTX 5060,18.0,Base,157211.0
64,2048,RTX 5060,16.0,Max,315071.0
8,1024,RTX 5080,17.3,Ultra,332733.0
16,2048,Integrated,15.6,Ultra,262060.0
8,4096,RTX 5060,16.0,Pro,332161.0
16,1024,M5 Max,13.3,Ultra,333417.0
8,1024,M5 Pro,16.0,Pro,221860.0
8,512,Integrated,18.0,Ultra,198801.0
32,1024,RTX 5060,13.3,Pro,215030.0
8,1024,M5 Pro,13.3,Max,238042.0
64,2048,M5 Max,14.0,Max,384838.0
16,256,Integrated,16.0,Max,155557.0
32,512,RTX 5060,15.6,Ultra,251034.0
64,2048,M5 Max,18.0,Pro,350844.0
64,1024,M5 Max,16.0,Base,285536.0
128,4096,RTX 5060,13.3,Pro,411546.0
32,1024,Integrated,14.0,Ultra,223454.0
16,2048,RTX 5080,13.3,Ultra,379357.0
32,4096,Integrated,16.0,Pro,299890.0
64,4096,Integrated,13.3,Pro,318046.0
16,2048,M5 Max,14.0,Ultra,381564.0
16,1024,RTX 5060,14.0,Base,177686.0
32,1024,Integrated,15.6,Max,194011.0
128,256,M5 Pro,18.0,Ultra,348136.0
64,2048,RTX 5080,15.6,Ultra,407620.0
128,1024,Integrated,14.0,Ultra,299913.0
64,1024,RTX 5060,17.3,Pro,240487.0
128,2048,M5 Pro,15.6,Ultra,422418.0
32,4096,Integrated,13.3,Base,272872.0
8,256,M5 Max,16.0,Base,214659.0
64,4096,M5 Max,13.3,Ultra,497103.0
128,4096,Integrated,18.0,Max,402287.0
64,512,RTX 5060,16.0,Ultra,285434.0
8,512,M5 Pro,13.3,Max,216000.0
64,2048,M5 Pro,13.3,Max,322801.0
16,4096,RTX 5080,15.6,Max,419268.0
32,2048,RTX 5060,13.3,Ultra,308087.0
8,256,Integrated,14.0,Max,141085.0
128,4096,RTX 5080,15.6,Pro,492006.0
128,2048,RTX 5060,17.3,Ultra,402962.0
16,4096,M5 Pro,13.3,Ultra,404569.0
16,2048,RTX 5060,16.0,Max,268879.0
128,512,M5 Pro,14.0,Base,266012.0
16,4096,Integrated,18.0,Ultra,351571.0
32,4096,RTX 5060,15.6,Pro,350003.0
8,256,Integrated,16.0,Base,103573.0
128,512,Integrated,17.3,Base,207953.0
128,2048,Integrated,18.0,Pro,299353.0
64,1024,RTX 5060,14.0,Pro,240965.0
32,512,M5 Max,14.0,Ultra,317163.0
32,256,RTX 5080,13.3,Pro,259861.0
8,4096,Integrated,13.3,Ultra,330784.0
128,256,Integrated,14.0,Max,250513.0
32,512,Integrated,13.3,Ultra,200284.0
32,512,M5 Pro,13.3,Ultra,278059.0
8,2048,Integrated,16.0,Base,179338.0
16,2048,M5 Pro,15.6,Ultra,319903.0
16,512,RTX 5080,13.3,Pro,241658.0
128,4096,Integrated,13.3,Max,387950.0
32,2048,M5 Max,17.3,Base,314207.0
16,4096,RTX 5080,13.3,Pro,400748.0
128,256,M5 Max,13.3,Pro,336321.0
16,1024,Integrated,14.0,Base,123939.0
32,512,RTX 5060,13.3,Pro,192276.0
32,1024,M5 Pro,14.0,Base,209811.0
32,4096,RTX 5080,16.0,Ultra,470675.0
64,4096,M5 Pro,14.0,Max,421353.0
16,512,RTX 5080,16.0,Base,240151.0
128,4096,RTX 5080,14.0,Pro,475253.0
64,2048,M5 Pro,16.0,Max,341730.0
32,4096,Integrated,17.3,Ultra,345868.0
64,512,M5 Max,15.6,Max,320789.0
8,2048,RTX 5060,13.3,Max,260508.0
128,2048,RTX 5080,17.3,Max,442029.0
64,256,Integrated,14.0,Max,181463.0
64,512,RTX 5080,14.0,Base,274217.0
16,1024,RTX 5080,14.0,Max,297651.0
8,256,RTX 5080,18.0,Base,213720.0
32,512,M5 Pro,17.3,Max,245716.0
16,4096,Integrated,16.0,Max,314019.0
128,512,M5 Max,14.0,Base,321702.0
128,1024,M5 Max,18.0,Base,341923.0
128,2048,M5 Pro,15.6,Max,378812.0
16,512,Integrated,16.0,Ultra,188866.0
8,1024,M5 Pro,13.3,Base,200047.0
64,512,M5 Max,15.6,Ultra,358980.0
16,4096,Integrated,15.6,Base,254483.0
128,256,M5 Pro,15.6,Pro,277799.0
64,256,M5 Max,17.3,Base,267045.0
32,256,Integrated,16.0,Base,118615.0
64,1024,RTX 5080,15.6,Max,333521.0
64,256,M5 Max,15.6,Ultra,348669.0
128,256,M5 Pro,15.6,Ultra,350817.0
64,256,RTX 5080,17.3,Base,270266.0
8,512,Integrated,13.3,Pro,124634.0
8,1024,M5 Pro,14.0,Pro,217440.0
8,512,RTX 5080,17.3,Base,224870.0
8,1024,Integrated,13.3,Base,119957.0
32,256,RTX 5080,15.6,Ultra,319733.0
32,512,RTX 5060,17.3,Ultra,267727.0
8,512,RTX 5080,14.0,Ultra,304204.0
64,256,M5 Max,17.3,Pro,276581.0
128,2048,M5 Pro,15.6,Max,380613.0
64,512,Integrated,15.6,Max,206308.0
8,1024,M5 Max,14.0,Pro,266526.0
8,256,M5 Pro,13.3,Pro,190491.0
8,512,M5 Pro,16.0,Pro,204943.0
64,256,RTX 5080,14.0,Max,309698.0
32,2048,RTX 5060,17.3,Base,248164.0
16,512,RTX 5080,16.0,Ultra,310749.0
128,4096,RTX 5060,16.0,Pro,414496.0
8,1024,M5 Pro,14.0,Max,246080.0
128,256,RTX 5060,16.0,Base,235809.0
8,512,Integrated,16.0,Pro,119710.0
32,256,M5 Pro,18.0,Ultra,263491.0
32,1024,Integrated,17.3,Base,158680.0
32,2048,RTX 5060,14.0,Ultra,324714.0
128,2048,M5 Max,15.6,Base,385038.0
64,1024,RTX 5080,13.3,Base,292018.0
64,2048,RTX 5060,15.6,Pro,290504.0
64,512,M5 Max,15.6,Ultra,343899.0
128,2048,Integrated,18.0,Base,270348.0
16,256,RTX 5060,13.3,Base,152088.0
8,4096,RTX 5080,14.0,Base,370725.0
128,256,RTX 5080,14.0,Ultra,381923.0
64,2048,Integrated,14.0,Max,268163.0
64,512,RTX 5060,14.0,Max,258074.0
32,4096,RTX 5080,18.0,Base,387173.0
8,512,M5 Max,18.0,Ultra,321389.0
